2024-08-29 14:17:48,104 Total fires detected: 0, Current fire count: 0, Max fire box: None, Avg confidence: 0.00, Center position: None
2024-08-29 14:17:48,222 Total fires detected: 0, Current fire count: 0, Max fire box: None, Avg confidence: 0.00, Center position: None
2024-08-29 14:17:49,260 Total fires detected: 2, Current fire count: 2, Max fire box: (458, 4, 1159, 652), Avg confidence: 0.58, Center position: (710, 350)
2024-08-29 15:24:48,930 Total fires detected: 2, Current fire count: 2, Max fire box: (448, 130, 535, 193), Avg confidence: 0.31, Center position: (441, 482)
2024-08-29 15:24:49,951 Total fires detected: 2, Current fire count: 2, Max fire box: (450, 119, 536, 200), Avg confidence: 0.00, Center position: (442, 480)
2024-08-29 15:24:50,944 Total fires detected: 2, Current fire count: 2, Max fire box: (450, 119, 536, 200), Avg confidence: 0.00, Center position: (442, 480)
2024-08-29 15:24:52,170 Total fires detected: 2, Current fire count: 2, Max fire box: (250, 128, 455, 276), Avg confidence: 0.00, Center position: (371, 502)
2024-08-29 15:24:53,165 Total fires detected: 3, Current fire count: 3, Max fire box: (249, 130, 450, 277), Avg confidence: 0.34, Center position: (418, 483)
2024-08-29 15:24:54,240 Total fires detected: 3, Current fire count: 3, Max fire box: (256, 129, 449, 282), Avg confidence: 0.37, Center position: (419, 484)
2024-08-29 15:24:55,288 Total fires detected: 3, Current fire count: 3, Max fire box: (253, 128, 450, 294), Avg confidence: 0.46, Center position: (418, 486)
2024-08-29 15:24:56,329 Total fires detected: 3, Current fire count: 2, Max fire box: (258, 127, 444, 277), Avg confidence: 0.45, Center position: (432, 323)
2024-08-29 15:24:57,362 Total fires detected: 3, Current fire count: 1, Max fire box: (258, 131, 446, 282), Avg confidence: 0.47, Center position: (352, 206)
2024-08-29 15:24:58,401 Total fires detected: 3, Current fire count: 1, Max fire box: (256, 131, 449, 290), Avg confidence: 0.44, Center position: (352, 210)
2024-08-29 15:24:59,381 Total fires detected: 4, Current fire count: 2, Max fire box: (249, 128, 447, 278), Avg confidence: 0.38, Center position: (438, 466)
2024-08-29 15:25:00,435 Total fires detected: 4, Current fire count: 2, Max fire box: (247, 134, 445, 278), Avg confidence: 0.43, Center position: (437, 467)
2024-08-29 15:25:01,487 Total fires detected: 4, Current fire count: 2, Max fire box: (260, 128, 448, 279), Avg confidence: 0.32, Center position: (441, 466)
2024-08-29 15:25:02,533 Total fires detected: 4, Current fire count: 2, Max fire box: (338, 135, 407, 268), Avg confidence: 0.48, Center position: (450, 465)
2024-08-29 15:25:03,570 Total fires detected: 4, Current fire count: 2, Max fire box: (338, 136, 410, 267), Avg confidence: 0.52, Center position: (451, 465)
2024-08-29 15:25:04,591 Total fires detected: 4, Current fire count: 2, Max fire box: (335, 136, 408, 266), Avg confidence: 0.52, Center position: (449, 465)
2024-08-29 15:25:05,598 Total fires detected: 4, Current fire count: 2, Max fire box: (337, 136, 408, 267), Avg confidence: 0.52, Center position: (450, 465)
2024-08-29 15:25:06,667 Total fires detected: 4, Current fire count: 1, Max fire box: (336, 138, 410, 267), Avg confidence: 0.54, Center position: (373, 202)
2024-08-29 15:25:07,700 Total fires detected: 4, Current fire count: 1, Max fire box: (335, 136, 411, 268), Avg confidence: 0.52, Center position: (373, 202)
2024-08-29 15:25:08,793 Total fires detected: 4, Current fire count: 1, Max fire box: (332, 136, 410, 267), Avg confidence: 0.53, Center position: (371, 201)
2024-08-29 15:25:09,773 Total fires detected: 4, Current fire count: 1, Max fire box: (335, 136, 410, 269), Avg confidence: 0.51, Center position: (372, 202)
2024-08-29 15:25:10,785 Total fires detected: 4, Current fire count: 1, Max fire box: (332, 135, 409, 269), Avg confidence: 0.53, Center position: (370, 202)
2024-08-29 15:25:11,838 Total fires detected: 4, Current fire count: 1, Max fire box: (335, 134, 409, 268), Avg confidence: 0.48, Center position: (372, 201)
2024-08-29 15:25:12,836 Total fires detected: 4, Current fire count: 1, Max fire box: (336, 130, 408, 269), Avg confidence: 0.48, Center position: (372, 199)
2024-08-29 15:25:13,839 Total fires detected: 4, Current fire count: 1, Max fire box: (336, 131, 409, 266), Avg confidence: 0.47, Center position: (372, 198)
2024-08-29 15:25:14,914 Total fires detected: 5, Current fire count: 2, Max fire box: (165, 1, 495, 304), Avg confidence: 0.00, Center position: (257, 226)
2024-08-29 15:25:15,940 Total fires detected: 5, Current fire count: 2, Max fire box: (162, 0, 490, 340), Avg confidence: 0.30, Center position: (257, 244)
2024-08-29 15:25:16,993 Total fires detected: 5, Current fire count: 2, Max fire box: (156, 1, 485, 343), Avg confidence: 0.00, Center position: (254, 245)
2024-08-29 15:25:18,026 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.29, Center position: (293, 259)
2024-08-29 15:25:19,026 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.31, Center position: (238, 285)
2024-08-29 15:25:20,061 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.35, Center position: (229, 284)
2024-08-29 15:25:21,116 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.00, Center position: (231, 284)
2024-08-29 15:25:22,109 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.37, Center position: (234, 298)
2024-08-29 15:25:23,177 Total fires detected: 6, Current fire count: 2, Max fire box: (7, 172, 202, 366), Avg confidence: 0.00, Center position: (176, 365)
2024-08-29 15:25:24,216 Total fires detected: 6, Current fire count: 2, Max fire box: (20, 229, 205, 435), Avg confidence: 0.00, Center position: (183, 419)
2024-09-18 19:09:12,431 Total fires detected: 1, Current fire count: 1, Max fire box: (448, 107, 534, 203), Avg confidence: 0.31, Center position: (491, 155)
2024-09-18 19:09:12,622 Total fires detected: 1, Current fire count: 1, Max fire box: (449, 105, 534, 202), Avg confidence: 0.31, Center position: (491, 153)
2024-09-18 19:09:13,765 Total fires detected: 1, Current fire count: 1, Max fire box: (449, 121, 536, 201), Avg confidence: 0.35, Center position: (492, 161)
2024-09-18 19:09:14,724 Total fires detected: 1, Current fire count: 1, Max fire box: (449, 116, 536, 198), Avg confidence: 0.37, Center position: (492, 157)
2024-09-18 19:09:15,768 Total fires detected: 2, Current fire count: 2, Max fire box: (451, 124, 536, 197), Avg confidence: 0.28, Center position: (441, 481)
2024-09-18 19:09:16,807 Total fires detected: 2, Current fire count: 2, Max fire box: (449, 129, 536, 192), Avg confidence: 0.34, Center position: (441, 481)
2024-09-18 19:09:17,832 Total fires detected: 2, Current fire count: 2, Max fire box: (450, 129, 536, 192), Avg confidence: 0.31, Center position: (441, 481)
2024-09-18 19:09:18,829 Total fires detected: 2, Current fire count: 2, Max fire box: (448, 130, 535, 193), Avg confidence: 0.36, Center position: (441, 482)
2024-09-18 19:09:19,842 Total fires detected: 2, Current fire count: 2, Max fire box: (450, 119, 536, 200), Avg confidence: 0.32, Center position: (442, 480)
2024-09-18 19:09:20,908 Total fires detected: 2, Current fire count: 2, Max fire box: (450, 119, 536, 200), Avg confidence: 0.00, Center position: (442, 480)
2024-09-18 19:09:21,967 Total fires detected: 3, Current fire count: 3, Max fire box: (250, 130, 454, 273), Avg confidence: 0.36, Center position: (419, 483)
2024-09-18 19:09:22,986 Total fires detected: 3, Current fire count: 3, Max fire box: (250, 129, 451, 282), Avg confidence: 0.33, Center position: (418, 484)
2024-09-18 19:09:24,043 Total fires detected: 3, Current fire count: 3, Max fire box: (256, 130, 450, 285), Avg confidence: 0.38, Center position: (419, 485)
2024-09-18 19:09:25,064 Total fires detected: 3, Current fire count: 3, Max fire box: (254, 128, 450, 291), Avg confidence: 0.46, Center position: (419, 485)
2024-09-18 19:09:26,088 Total fires detected: 3, Current fire count: 2, Max fire box: (258, 127, 444, 277), Avg confidence: 0.45, Center position: (432, 323)
2024-09-18 19:09:27,097 Total fires detected: 3, Current fire count: 1, Max fire box: (258, 131, 444, 281), Avg confidence: 0.47, Center position: (351, 206)
2024-09-18 19:09:28,113 Total fires detected: 3, Current fire count: 1, Max fire box: (257, 129, 450, 296), Avg confidence: 0.52, Center position: (353, 212)
2024-09-18 19:09:29,171 Total fires detected: 4, Current fire count: 2, Max fire box: (259, 129, 449, 286), Avg confidence: 0.37, Center position: (441, 468)
2024-09-18 19:09:30,183 Total fires detected: 4, Current fire count: 2, Max fire box: (241, 129, 445, 289), Avg confidence: 0.34, Center position: (435, 469)
2024-09-18 19:09:31,196 Total fires detected: 4, Current fire count: 2, Max fire box: (249, 117, 445, 275), Avg confidence: 0.46, Center position: (437, 463)
2024-09-18 19:09:32,241 Total fires detected: 4, Current fire count: 2, Max fire box: (260, 128, 448, 280), Avg confidence: 0.33, Center position: (441, 467)
2024-09-18 19:09:33,249 Total fires detected: 4, Current fire count: 2, Max fire box: (335, 136, 408, 268), Avg confidence: 0.49, Center position: (449, 466)
2024-09-18 19:09:34,252 Total fires detected: 4, Current fire count: 2, Max fire box: (338, 136, 409, 266), Avg confidence: 0.51, Center position: (450, 465)
2024-09-18 19:09:35,267 Total fires detected: 4, Current fire count: 2, Max fire box: (336, 136, 408, 266), Avg confidence: 0.51, Center position: (450, 465)
2024-09-18 19:09:36,295 Total fires detected: 4, Current fire count: 1, Max fire box: (336, 136, 409, 266), Avg confidence: 0.51, Center position: (372, 201)
2024-09-18 19:09:37,334 Total fires detected: 4, Current fire count: 1, Max fire box: (337, 136, 412, 268), Avg confidence: 0.52, Center position: (374, 202)
2024-09-18 19:09:38,354 Total fires detected: 4, Current fire count: 1, Max fire box: (333, 136, 410, 268), Avg confidence: 0.53, Center position: (371, 202)
2024-09-18 19:09:39,373 Total fires detected: 4, Current fire count: 1, Max fire box: (334, 137, 409, 268), Avg confidence: 0.52, Center position: (371, 202)
2024-09-18 19:09:40,376 Total fires detected: 4, Current fire count: 1, Max fire box: (335, 136, 410, 268), Avg confidence: 0.49, Center position: (372, 202)
2024-09-18 19:09:41,434 Total fires detected: 4, Current fire count: 1, Max fire box: (334, 135, 408, 268), Avg confidence: 0.48, Center position: (371, 201)
2024-09-18 19:09:42,477 Total fires detected: 4, Current fire count: 1, Max fire box: (335, 132, 408, 269), Avg confidence: 0.49, Center position: (371, 200)
2024-09-18 19:09:43,537 Total fires detected: 4, Current fire count: 1, Max fire box: (337, 130, 409, 266), Avg confidence: 0.46, Center position: (373, 198)
2024-09-18 19:09:44,582 Total fires detected: 5, Current fire count: 2, Max fire box: (165, 1, 495, 304), Avg confidence: 0.00, Center position: (257, 226)
2024-09-18 19:09:45,581 Total fires detected: 5, Current fire count: 2, Max fire box: (182, 0, 485, 320), Avg confidence: 0.00, Center position: (258, 230)
2024-09-18 19:09:46,628 Total fires detected: 5, Current fire count: 2, Max fire box: (156, 1, 485, 343), Avg confidence: 0.00, Center position: (254, 245)
2024-09-18 19:09:47,693 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.28, Center position: (290, 262)
2024-09-18 19:09:48,740 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.31, Center position: (223, 242)
2024-09-18 19:09:49,768 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.44, Center position: (232, 279)
2024-09-18 19:09:50,806 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.00, Center position: (231, 284)
2024-09-18 19:09:51,804 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.29, Center position: (241, 300)
2024-09-18 19:09:52,848 Total fires detected: 6, Current fire count: 2, Max fire box: (7, 180, 205, 364), Avg confidence: 0.26, Center position: (177, 366)
2024-09-18 19:09:53,892 Total fires detected: 6, Current fire count: 2, Max fire box: (25, 240, 235, 423), Avg confidence: 0.42, Center position: (192, 419)
2024-09-18 19:09:54,940 Total fires detected: 6, Current fire count: 2, Max fire box: (7, 191, 185, 449), Avg confidence: 0.41, Center position: (173, 424)
2024-09-18 19:09:56,006 Total fires detected: 6, Current fire count: 2, Max fire box: (98, 278, 351, 479), Avg confidence: 0.46, Center position: (252, 458)
2024-09-18 19:09:57,060 Total fires detected: 6, Current fire count: 2, Max fire box: (178, 533, 458, 588), Avg confidence: 0.37, Center position: (281, 561)
2024-09-18 19:09:58,085 Total fires detected: 6, Current fire count: 2, Max fire box: (118, 490, 398, 565), Avg confidence: 0.00, Center position: (288, 543)
2024-09-18 19:09:59,129 Total fires detected: 7, Current fire count: 3, Max fire box: (31, 243, 180, 431), Avg confidence: 0.00, Center position: (219, 476)
2024-09-18 19:10:00,170 Total fires detected: 8, Current fire count: 4, Max fire box: (45, 55, 521, 415), Avg confidence: 0.00, Center position: (288, 389)
2024-09-18 19:10:01,211 Total fires detected: 8, Current fire count: 3, Max fire box: (50, 17, 523, 359), Avg confidence: 0.00, Center position: (279, 317)
2024-09-18 19:10:02,250 Total fires detected: 9, Current fire count: 3, Max fire box: (32, 10, 457, 332), Avg confidence: 0.00, Center position: (181, 320)
2024-09-18 19:10:03,315 Total fires detected: 11, Current fire count: 3, Max fire box: (37, 19, 514, 312), Avg confidence: 0.38, Center position: (197, 318)
2024-09-18 19:10:04,337 Total fires detected: 11, Current fire count: 2, Max fire box: (33, 81, 157, 237), Avg confidence: 0.58, Center position: (82, 199)
2024-09-18 19:10:05,385 Total fires detected: 11, Current fire count: 2, Max fire box: (31, 102, 179, 250), Avg confidence: 0.00, Center position: (87, 208)
2024-09-18 19:10:06,427 Total fires detected: 11, Current fire count: 2, Max fire box: (29, 175, 110, 305), Avg confidence: 0.00, Center position: (206, 309)
2024-09-18 19:10:07,475 Total fires detected: 11, Current fire count: 2, Max fire box: (91, 209, 522, 486), Avg confidence: 0.47, Center position: (187, 293)
2024-09-18 19:10:08,522 Total fires detected: 12, Current fire count: 2, Max fire box: (237, 161, 533, 456), Avg confidence: 0.41, Center position: (227, 274)
2024-09-18 19:10:09,539 Total fires detected: 14, Current fire count: 2, Max fire box: (173, 34, 534, 360), Avg confidence: 0.32, Center position: (275, 258)
2024-09-18 19:10:10,575 Total fires detected: 14, Current fire count: 2, Max fire box: (95, 18, 532, 365), Avg confidence: 0.00, Center position: (255, 255)
2024-09-18 19:10:11,612 Total fires detected: 14, Current fire count: 2, Max fire box: (94, 14, 529, 360), Avg confidence: 0.00, Center position: (254, 253)
2024-09-18 19:10:12,646 Total fires detected: 14, Current fire count: 2, Max fire box: (57, 203, 164, 350), Avg confidence: 0.00, Center position: (100, 280)
2024-09-18 19:10:13,663 Total fires detected: 14, Current fire count: 2, Max fire box: (91, 397, 367, 445), Avg confidence: 0.00, Center position: (160, 352)
2024-09-18 19:10:14,691 Total fires detected: 16, Current fire count: 2, Max fire box: (117, 0, 320, 162), Avg confidence: 0.00, Center position: (154, 182)
2024-09-18 19:10:15,727 Total fires detected: 17, Current fire count: 2, Max fire box: (209, 1, 534, 289), Avg confidence: 0.32, Center position: (404, 253)
2024-09-18 19:10:16,785 Total fires detected: 18, Current fire count: 2, Max fire box: (169, 188, 286, 347), Avg confidence: 0.00, Center position: (307, 349)
2024-09-18 19:10:17,819 Total fires detected: 18, Current fire count: 2, Max fire box: (38, 51, 520, 448), Avg confidence: 0.00, Center position: (333, 340)
2024-09-18 19:10:18,858 Total fires detected: 21, Current fire count: 2, Max fire box: (141, 1, 531, 492), Avg confidence: 0.38, Center position: (229, 317)
2024-09-18 19:10:19,908 Total fires detected: 21, Current fire count: 2, Max fire box: (137, 0, 530, 492), Avg confidence: 0.00, Center position: (235, 302)
2024-09-18 19:10:20,956 Total fires detected: 21, Current fire count: 2, Max fire box: (108, 84, 526, 447), Avg confidence: 0.00, Center position: (224, 311)
2024-09-18 19:10:22,006 Total fires detected: 22, Current fire count: 2, Max fire box: (81, 136, 515, 447), Avg confidence: 0.41, Center position: (190, 338)
2024-09-18 20:53:11,374 Total fires detected: 1, Current fire count: 1, Max fire box: (448, 107, 534, 203), Avg confidence: 0.31, Center position: (491, 155)
2024-09-18 20:53:11,531 Total fires detected: 1, Current fire count: 1, Max fire box: (449, 105, 534, 202), Avg confidence: 0.31, Center position: (491, 153)
2024-09-18 20:53:12,537 Total fires detected: 1, Current fire count: 1, Max fire box: (450, 122, 536, 200), Avg confidence: 0.34, Center position: (493, 161)
2024-09-18 20:53:13,588 Total fires detected: 1, Current fire count: 1, Max fire box: (450, 117, 536, 197), Avg confidence: 0.38, Center position: (493, 157)
2024-09-18 20:53:14,645 Total fires detected: 2, Current fire count: 2, Max fire box: (451, 123, 536, 196), Avg confidence: 0.27, Center position: (442, 478)
2024-09-18 20:53:15,644 Total fires detected: 2, Current fire count: 2, Max fire box: (479, 130, 535, 193), Avg confidence: 0.30, Center position: (449, 482)
2024-09-18 20:53:16,657 Total fires detected: 2, Current fire count: 2, Max fire box: (449, 130, 535, 194), Avg confidence: 0.31, Center position: (441, 482)
2024-09-18 20:53:17,665 Total fires detected: 2, Current fire count: 2, Max fire box: (448, 130, 535, 193), Avg confidence: 0.33, Center position: (441, 482)
2024-09-18 20:53:18,679 Total fires detected: 2, Current fire count: 2, Max fire box: (450, 119, 536, 200), Avg confidence: 0.33, Center position: (442, 480)
2024-09-18 20:53:19,690 Total fires detected: 2, Current fire count: 2, Max fire box: (450, 119, 536, 200), Avg confidence: 0.00, Center position: (442, 481)
2024-09-18 20:53:20,719 Total fires detected: 3, Current fire count: 3, Max fire box: (251, 130, 453, 274), Avg confidence: 0.42, Center position: (419, 483)
2024-09-18 20:53:21,762 Total fires detected: 3, Current fire count: 3, Max fire box: (252, 129, 452, 286), Avg confidence: 0.42, Center position: (419, 485)
2024-09-18 20:53:22,763 Total fires detected: 3, Current fire count: 3, Max fire box: (255, 131, 450, 285), Avg confidence: 0.39, Center position: (419, 485)
2024-09-18 20:53:23,785 Total fires detected: 3, Current fire count: 3, Max fire box: (254, 130, 450, 291), Avg confidence: 0.45, Center position: (419, 486)
2024-09-18 20:53:24,809 Total fires detected: 3, Current fire count: 2, Max fire box: (258, 132, 443, 275), Avg confidence: 0.41, Center position: (432, 324)
2024-09-18 20:53:25,833 Total fires detected: 3, Current fire count: 1, Max fire box: (258, 131, 445, 282), Avg confidence: 0.47, Center position: (351, 206)
2024-09-18 20:53:26,860 Total fires detected: 3, Current fire count: 1, Max fire box: (257, 130, 449, 290), Avg confidence: 0.48, Center position: (353, 210)
2024-09-18 20:53:27,891 Total fires detected: 4, Current fire count: 2, Max fire box: (249, 129, 448, 283), Avg confidence: 0.37, Center position: (438, 467)
2024-09-18 20:53:28,916 Total fires detected: 4, Current fire count: 2, Max fire box: (245, 133, 445, 287), Avg confidence: 0.34, Center position: (436, 469)
2024-09-18 20:53:29,933 Total fires detected: 4, Current fire count: 2, Max fire box: (259, 129, 450, 277), Avg confidence: 0.34, Center position: (441, 466)
2024-09-18 20:53:30,954 Total fires detected: 4, Current fire count: 2, Max fire box: (339, 133, 407, 267), Avg confidence: 0.48, Center position: (450, 465)
2024-09-18 20:53:31,998 Total fires detected: 4, Current fire count: 2, Max fire box: (336, 137, 410, 269), Avg confidence: 0.51, Center position: (450, 466)
2024-09-18 20:53:33,017 Total fires detected: 4, Current fire count: 2, Max fire box: (337, 136, 409, 267), Avg confidence: 0.50, Center position: (450, 465)
2024-09-18 20:53:34,032 Total fires detected: 4, Current fire count: 2, Max fire box: (336, 136, 408, 266), Avg confidence: 0.52, Center position: (450, 465)
2024-09-18 20:53:35,044 Total fires detected: 4, Current fire count: 1, Max fire box: (336, 137, 410, 267), Avg confidence: 0.52, Center position: (373, 202)
2024-09-18 20:53:36,078 Total fires detected: 4, Current fire count: 1, Max fire box: (336, 136, 412, 268), Avg confidence: 0.53, Center position: (374, 202)
2024-09-18 20:53:37,097 Total fires detected: 4, Current fire count: 1, Max fire box: (332, 136, 410, 268), Avg confidence: 0.54, Center position: (371, 202)
2024-09-18 20:53:38,119 Total fires detected: 4, Current fire count: 1, Max fire box: (334, 137, 409, 268), Avg confidence: 0.52, Center position: (371, 202)
2024-09-18 20:53:39,144 Total fires detected: 4, Current fire count: 1, Max fire box: (335, 136, 410, 268), Avg confidence: 0.49, Center position: (372, 202)
2024-09-18 20:53:40,157 Total fires detected: 4, Current fire count: 1, Max fire box: (335, 135, 408, 267), Avg confidence: 0.49, Center position: (371, 201)
2024-09-18 20:53:41,169 Total fires detected: 4, Current fire count: 1, Max fire box: (336, 132, 409, 269), Avg confidence: 0.49, Center position: (372, 200)
2024-09-18 20:53:42,190 Total fires detected: 4, Current fire count: 1, Max fire box: (338, 129, 409, 265), Avg confidence: 0.47, Center position: (373, 197)
2024-09-18 20:53:43,195 Total fires detected: 5, Current fire count: 2, Max fire box: (186, 2, 485, 292), Avg confidence: 0.00, Center position: (259, 224)
2024-09-18 20:53:44,248 Total fires detected: 5, Current fire count: 2, Max fire box: (182, 0, 485, 320), Avg confidence: 0.00, Center position: (258, 230)
2024-09-18 20:53:45,305 Total fires detected: 5, Current fire count: 2, Max fire box: (156, 1, 485, 343), Avg confidence: 0.00, Center position: (254, 245)
2024-09-18 20:53:46,325 Total fires detected: 6, Current fire count: 3, Max fire box: (195, 0, 504, 320), Avg confidence: 0.00, Center position: (298, 214)
2024-09-18 20:53:47,342 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.00, Center position: (287, 263)
2024-09-18 20:53:48,339 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.40, Center position: (237, 274)
2024-09-18 20:53:49,405 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.00, Center position: (231, 284)
2024-09-18 20:53:50,454 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.38, Center position: (236, 288)
2024-09-18 20:53:51,513 Total fires detected: 6, Current fire count: 2, Max fire box: (9, 176, 184, 370), Avg confidence: 0.34, Center position: (172, 367)
2024-09-18 20:53:52,517 Total fires detected: 6, Current fire count: 2, Max fire box: (35, 181, 293, 409), Avg confidence: 0.58, Center position: (206, 378)
2024-09-18 20:53:53,525 Total fires detected: 6, Current fire count: 2, Max fire box: (20, 240, 279, 445), Avg confidence: 0.00, Center position: (201, 424)
2024-09-18 20:53:54,594 Total fires detected: 6, Current fire count: 2, Max fire box: (48, 223, 223, 446), Avg confidence: 0.00, Center position: (208, 436)
2024-09-18 20:53:55,655 Total fires detected: 6, Current fire count: 2, Max fire box: (79, 302, 282, 480), Avg confidence: 0.42, Center position: (249, 475)
2024-09-18 20:53:56,656 Total fires detected: 6, Current fire count: 2, Max fire box: (178, 533, 458, 588), Avg confidence: 0.00, Center position: (277, 554)
2024-09-18 20:58:24,058 Total fires detected: 1, Current fire count: 1, Max fire box: (448, 107, 534, 203), Avg confidence: 0.31, Center position: (491, 155)
2024-09-18 20:58:24,199 Total fires detected: 1, Current fire count: 1, Max fire box: (449, 105, 534, 202), Avg confidence: 0.31, Center position: (491, 153)
2024-09-18 20:58:25,256 Total fires detected: 1, Current fire count: 1, Max fire box: (450, 121, 536, 200), Avg confidence: 0.35, Center position: (493, 160)
2024-09-18 20:58:26,257 Total fires detected: 1, Current fire count: 1, Max fire box: (450, 117, 536, 197), Avg confidence: 0.38, Center position: (493, 157)
2024-09-19 16:55:28,425 Total fires detected: 1, Current fire count: 1, Max fire box: (448, 107, 534, 203), Avg confidence: 0.31, Center position: (491, 155)
2024-09-19 16:55:28,570 Total fires detected: 1, Current fire count: 1, Max fire box: (449, 105, 534, 202), Avg confidence: 0.31, Center position: (491, 153)
2024-09-19 16:55:29,705 Total fires detected: 1, Current fire count: 1, Max fire box: (449, 121, 536, 201), Avg confidence: 0.35, Center position: (492, 161)
2024-09-19 16:55:30,632 Total fires detected: 1, Current fire count: 1, Max fire box: (449, 129, 535, 190), Avg confidence: 0.37, Center position: (492, 159)
2024-09-19 16:55:31,646 Total fires detected: 1, Current fire count: 1, Max fire box: (450, 123, 536, 197), Avg confidence: 0.29, Center position: (493, 160)
2024-09-19 16:55:32,651 Total fires detected: 2, Current fire count: 2, Max fire box: (449, 130, 536, 192), Avg confidence: 0.28, Center position: (439, 476)
2024-09-19 16:55:33,684 Total fires detected: 2, Current fire count: 2, Max fire box: (450, 130, 536, 192), Avg confidence: 0.32, Center position: (442, 482)
2024-09-19 16:55:34,688 Total fires detected: 2, Current fire count: 2, Max fire box: (448, 130, 535, 193), Avg confidence: 0.34, Center position: (441, 481)
2024-09-19 16:55:35,696 Total fires detected: 2, Current fire count: 2, Max fire box: (450, 117, 536, 200), Avg confidence: 0.29, Center position: (442, 480)
2024-09-19 16:55:36,702 Total fires detected: 2, Current fire count: 2, Max fire box: (450, 119, 536, 200), Avg confidence: 0.00, Center position: (442, 480)
2024-09-19 16:55:37,749 Total fires detected: 3, Current fire count: 3, Max fire box: (250, 128, 454, 275), Avg confidence: 0.26, Center position: (419, 483)
2024-09-19 16:55:38,762 Total fires detected: 3, Current fire count: 3, Max fire box: (249, 129, 452, 279), Avg confidence: 0.32, Center position: (418, 484)
2024-09-19 16:55:39,757 Total fires detected: 3, Current fire count: 3, Max fire box: (256, 128, 449, 285), Avg confidence: 0.37, Center position: (419, 484)
2024-09-19 16:55:40,802 Total fires detected: 3, Current fire count: 3, Max fire box: (253, 128, 450, 290), Avg confidence: 0.43, Center position: (418, 485)
2024-09-19 16:55:41,804 Total fires detected: 3, Current fire count: 3, Max fire box: (255, 130, 444, 277), Avg confidence: 0.46, Center position: (418, 483)
2024-09-19 16:55:42,857 Total fires detected: 3, Current fire count: 1, Max fire box: (260, 130, 443, 277), Avg confidence: 0.48, Center position: (351, 203)
2024-09-19 16:55:43,917 Total fires detected: 3, Current fire count: 1, Max fire box: (260, 129, 449, 296), Avg confidence: 0.52, Center position: (354, 212)
2024-09-19 16:55:44,962 Total fires detected: 4, Current fire count: 2, Max fire box: (260, 129, 449, 284), Avg confidence: 0.36, Center position: (441, 467)
2024-09-19 16:55:46,021 Total fires detected: 4, Current fire count: 2, Max fire box: (241, 129, 445, 289), Avg confidence: 0.34, Center position: (435, 469)
2024-09-19 16:55:47,032 Total fires detected: 4, Current fire count: 2, Max fire box: (249, 117, 445, 275), Avg confidence: 0.46, Center position: (437, 463)
2024-09-19 16:55:48,084 Total fires detected: 4, Current fire count: 2, Max fire box: (259, 126, 449, 276), Avg confidence: 0.39, Center position: (441, 465)
2024-09-19 16:55:49,144 Total fires detected: 4, Current fire count: 2, Max fire box: (336, 137, 408, 269), Avg confidence: 0.49, Center position: (450, 466)
2024-09-19 16:55:50,158 Total fires detected: 4, Current fire count: 2, Max fire box: (338, 136, 410, 266), Avg confidence: 0.51, Center position: (451, 465)
2024-09-19 16:55:51,182 Total fires detected: 4, Current fire count: 2, Max fire box: (336, 136, 408, 267), Avg confidence: 0.52, Center position: (450, 465)
2024-09-19 16:55:52,231 Total fires detected: 4, Current fire count: 1, Max fire box: (336, 137, 410, 267), Avg confidence: 0.52, Center position: (373, 202)
2024-09-19 16:55:53,295 Total fires detected: 4, Current fire count: 1, Max fire box: (336, 136, 411, 268), Avg confidence: 0.53, Center position: (373, 202)
2024-09-19 16:55:54,303 Total fires detected: 4, Current fire count: 1, Max fire box: (331, 136, 410, 268), Avg confidence: 0.54, Center position: (370, 202)
2024-09-19 16:55:55,319 Total fires detected: 4, Current fire count: 1, Max fire box: (334, 136, 409, 268), Avg confidence: 0.52, Center position: (371, 202)
2024-09-19 16:55:56,374 Total fires detected: 4, Current fire count: 1, Max fire box: (334, 136, 409, 268), Avg confidence: 0.51, Center position: (371, 202)
2024-09-19 16:55:57,430 Total fires detected: 4, Current fire count: 1, Max fire box: (334, 135, 409, 268), Avg confidence: 0.49, Center position: (371, 201)
